path,filename,extension,is_raw,has_pair,date_time_original,camera_make,camera_model,lens_model,iso,f_number,shutter_speed,focal_length,sharpness_score,exposure_score,noise_score,composition_score,aesthetic_score,total_score,faces,burst_group,burst_size,burst_rank,burst_keep
archive\DSC00946.JPG,DSC00946.JPG,jpg,false,true,2026:07:19 16:04:55,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,31,48.4,82.8,51.2,60.0,46.5,57.1,0,0,,,
archive\DSC00947.ARW,DSC00947.ARW,arw,true,true,2026:07:19 16:04:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,29,44.8,80.8,52.7,60.0,40.0,54.7,0,40,2,2,true
archive\DSC00947.JPG,DSC00947.JPG,jpg,false,true,2026:07:19 16:04:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,29,44.8,80.8,52.7,60.0,40.0,54.7,0,40,2,2,true
archive\DSC00948.ARW,DSC00948.ARW,arw,true,true,2026:07:19 16:04:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,29,45.7,83.0,53.1,60.0,43.4,56.1,0,40,2,1,true
archive\DSC00948.JPG,DSC00948.JPG,jpg,false,true,2026:07:19 16:04:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1250,4,1/250,29,45.7,83.0,53.1,60.0,43.4,56.1,0,40,2,1,true
archive\DSC00949.ARW,DSC00949.ARW,arw,true,true,2026:07:19 16:05:46,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,47,43.9,45.4,72.5,60.0,41.7,50.6,0,0,,,
archive\DSC00949.JPG,DSC00949.JPG,jpg,false,true,2026:07:19 16:05:46,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,47,43.9,45.4,72.5,60.0,41.7,50.6,0,0,,,
archive\DSC00950.ARW,DSC00950.ARW,arw,true,true,2026:07:19 16:10:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,35,54.5,86.9,37.3,46.5,52.4,56.9,1,0,,,
archive\DSC00950.JPG,DSC00950.JPG,jpg,false,true,2026:07:19 16:10:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,35,54.5,86.9,37.3,46.5,52.4,56.9,1,0,,,
archive\DSC00951.ARW,DSC00951.ARW,arw,true,true,2026:07:19 16:11:02,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,35,53.0,80.7,40.4,60.0,47.8,56.9,0,0,,,
archive\DSC00951.JPG,DSC00951.JPG,jpg,false,true,2026:07:19 16:11:02,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,35,53.0,80.7,40.4,60.0,47.8,56.9,0,0,,,
archive\DSC00952.ARW,DSC00952.ARW,arw,true,true,2026:07:19 16:11:08,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,35,53.8,84.1,41.6,60.0,52.6,58.8,0,44,2,1,true
archive\DSC00952.JPG,DSC00952.JPG,jpg,false,true,2026:07:19 16:11:08,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,35,53.8,84.1,41.6,60.0,52.6,58.8,0,44,2,1,true
archive\DSC00953.ARW,DSC00953.ARW,arw,true,true,2026:07:19 16:11:09,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,35,52.2,81.7,39.9,60.0,49.4,57.0,0,44,2,2,true
archive\DSC00953.JPG,DSC00953.JPG,jpg,false,true,2026:07:19 16:11:09,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1000,4,1/250,35,52.2,81.7,39.9,60.0,49.4,57.0,0,44,2,2,true
archive\DSC00954.ARW,DSC00954.ARW,arw,true,true,2026:07:19 16:15:06,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,4,1/250,35,55.4,63.0,55.0,60.0,47.6,56.4,0,45,2,1,true
archive\DSC00954.JPG,DSC00954.JPG,jpg,false,true,2026:07:19 16:15:06,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,4,1/250,35,55.4,63.0,55.0,60.0,47.6,56.4,0,45,2,1,true
archive\DSC00955.ARW,DSC00955.ARW,arw,true,true,2026:07:19 16:15:07,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,4,1/250,35,55.6,62.8,54.1,60.0,46.2,56.0,0,45,2,2,true
archive\DSC00955.JPG,DSC00955.JPG,jpg,false,true,2026:07:19 16:15:07,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,1600,4,1/250,35,55.6,62.8,54.1,60.0,46.2,56.0,0,45,2,2,true
archive\DSC00956.ARW,DSC00956.ARW,arw,true,true,2026:07:19 16:15:30,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4,1/160,31,60.6,50.1,56.3,60.0,45.5,55.5,0,0,,,
archive\DSC00956.JPG,DSC00956.JPG,jpg,false,true,2026:07:19 16:15:30,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,4,1/160,31,60.6,50.1,56.3,60.0,45.5,55.5,0,0,,,
archive\DSC00957.ARW,DSC00957.ARW,arw,true,true,2026:07:19 16:18:58,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,400,4,1/160,34,53.5,33.1,74.6,60.0,39.5,51.5,0,0,,,
archive\DSC00957.JPG,DSC00957.JPG,jpg,false,true,2026:07:19 16:18:58,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,400,4,1/160,34,53.5,33.1,74.6,60.0,39.5,51.5,0,0,,,
archive\DSC00958.ARW,DSC00958.ARW,arw,true,true,2026:07:19 16:19:01,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,400,4,1/160,34,55.3,32.9,73.4,60.0,42.4,52.3,0,0,,,
archive\DSC00958.JPG,DSC00958.JPG,jpg,false,true,2026:07:19 16:19:01,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,400,4,1/160,34,55.3,32.9,73.4,60.0,42.4,52.3,0,0,,,
archive\DSC00960.ARW,DSC00960.ARW,arw,true,true,2026:07:19 16:48:07,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4,1/160,50,20.6,64.9,32.3,60.0,39.6,40.0,0,49,2,2,true
archive\DSC00960.JPG,DSC00960.JPG,jpg,false,true,2026:07:19 16:48:07,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4,1/160,50,20.6,64.9,32.3,60.0,39.6,40.0,0,49,2,2,true
archive\DSC00961.ARW,DSC00961.ARW,arw,true,true,2026:07:19 16:48:07,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4,1/160,50,19.5,65.5,32.2,60.0,44.8,40.4,0,49,2,1,true
archive\DSC00961.JPG,DSC00961.JPG,jpg,false,true,2026:07:19 16:48:07,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,4,1/160,50,19.5,65.5,32.2,60.0,44.8,40.4,0,49,2,1,true
archive\DSC00962.ARW,DSC00962.ARW,arw,true,true,2026:07:19 16:51:48,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.4,90.7,16.9,60.0,52.8,55.6,0,50,3,1,true
archive\DSC00962.JPG,DSC00962.JPG,jpg,false,true,2026:07:19 16:51:48,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.4,90.7,16.9,60.0,52.8,55.6,0,50,3,1,true
archive\DSC00963.ARW,DSC00963.ARW,arw,true,true,2026:07:19 16:51:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.5,90.7,18.4,60.0,45.6,54.8,0,50,3,2,true
archive\DSC00963.JPG,DSC00963.JPG,jpg,false,true,2026:07:19 16:51:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.5,90.7,18.4,60.0,45.6,54.8,0,50,3,2,true
archive\DSC00964.ARW,DSC00964.ARW,arw,true,true,2026:07:19 16:51:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.0,89.8,18.8,60.0,46.8,54.6,0,50,3,3,false
archive\DSC00964.JPG,DSC00964.JPG,jpg,false,true,2026:07:19 16:51:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.0,89.8,18.8,60.0,46.8,54.6,0,50,3,3,false
archive\DSC00965.ARW,DSC00965.ARW,arw,true,true,2026:07:19 16:51:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.4,91.3,17.9,60.0,53.3,55.9,0,50,2,2,true
archive\DSC00965.JPG,DSC00965.JPG,jpg,false,true,2026:07:19 16:51:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.4,91.3,17.9,60.0,53.3,55.9,0,50,2,2,true
archive\DSC00966.ARW,DSC00966.ARW,arw,true,true,2026:07:19 16:51:51,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.6,92.2,17.2,60.0,54.1,56.2,0,50,2,1,true
archive\DSC00966.JPG,DSC00966.JPG,jpg,false,true,2026:07:19 16:51:51,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,51.6,92.2,17.2,60.0,54.1,56.2,0,50,2,1,true
archive\DSC00967.ARW,DSC00967.ARW,arw,true,true,2026:07:19 16:51:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,49.3,95.9,17.7,60.0,54.1,56.2,0,51,5,1,true
archive\DSC00967.JPG,DSC00967.JPG,jpg,false,true,2026:07:19 16:51:57,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,49.3,95.9,17.7,60.0,54.1,56.2,0,51,5,1,true
archive\DSC00968.ARW,DSC00968.ARW,arw,true,true,2026:07:19 16:51:58,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,48.4,93.5,19.1,60.0,53.5,55.5,0,51,5,4,false
archive\DSC00968.JPG,DSC00968.JPG,jpg,false,true,2026:07:19 16:51:58,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,48.4,93.5,19.1,60.0,53.5,55.5,0,51,5,4,false
archive\DSC00969.ARW,DSC00969.ARW,arw,true,true,2026:07:19 16:51:58,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,47.8,94.2,20.2,60.0,51.9,55.4,0,51,5,5,false
archive\DSC00969.JPG,DSC00969.JPG,jpg,false,true,2026:07:19 16:51:58,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,47.8,94.2,20.2,60.0,51.9,55.4,0,51,5,5,false
archive\DSC00970.ARW,DSC00970.ARW,arw,true,true,2026:07:19 16:51:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,47.5,92.4,22.9,60.0,55.8,55.9,0,51,5,2,true
archive\DSC00970.JPG,DSC00970.JPG,jpg,false,true,2026:07:19 16:51:59,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,25,47.5,92.4,22.9,60.0,55.8,55.9,0,51,5,2,true
archive\DSC00971.ARW,DSC00971.ARW,arw,true,true,2026:07:19 16:52:01,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,47.8,94.1,22.3,60.0,51.6,55.6,0,51,5,3,false
archive\DSC00971.JPG,DSC00971.JPG,jpg,false,true,2026:07:19 16:52:01,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,47.8,94.1,22.3,60.0,51.6,55.6,0,51,5,3,false
archive\DSC00972.ARW,DSC00972.ARW,arw,true,true,2026:07:19 16:52:40,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,24.0,84.7,38.0,60.0,50.1,47.6,0,52,3,1,true
archive\DSC00972.JPG,DSC00972.JPG,jpg,false,true,2026:07:19 16:52:40,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,24.0,84.7,38.0,60.0,50.1,47.6,0,52,3,1,true
archive\DSC00973.ARW,DSC00973.ARW,arw,true,true,2026:07:19 16:52:41,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,24.6,82.9,37.4,60.0,48.8,47.1,0,52,3,2,true
archive\DSC00973.JPG,DSC00973.JPG,jpg,false,true,2026:07:19 16:52:41,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,24.6,82.9,37.4,60.0,48.8,47.1,0,52,3,2,true
archive\DSC00974.ARW,DSC00974.ARW,arw,true,true,2026:07:19 16:52:43,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,21.2,80.2,38.5,60.0,46.4,45.2,0,52,3,3,false
archive\DSC00974.JPG,DSC00974.JPG,jpg,false,true,2026:07:19 16:52:43,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,21.2,80.2,38.5,60.0,46.4,45.2,0,52,3,3,false
archive\DSC00975.ARW,DSC00975.ARW,arw,true,true,2026:07:19 16:52:51,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,22.5,81.3,38.5,60.0,41.1,45.1,0,53,2,2,true
archive\DSC00975.JPG,DSC00975.JPG,jpg,false,true,2026:07:19 16:52:51,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,22.5,81.3,38.5,60.0,41.1,45.1,0,53,2,2,true
archive\DSC00976.ARW,DSC00976.ARW,arw,true,true,2026:07:19 16:52:52,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,22.5,81.6,37.8,60.0,45.6,45.7,0,53,2,1,true
archive\DSC00976.JPG,DSC00976.JPG,jpg,false,true,2026:07:19 16:52:52,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,47,22.5,81.6,37.8,60.0,45.6,45.7,0,53,2,1,true
archive\DSC00977.ARW,DSC00977.ARW,arw,true,true,2026:07:19 17:08:11,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,53.1,91.0,7.8,60.0,49.2,54.3,0,0,,,
archive\DSC00977.JPG,DSC00977.JPG,jpg,false,true,2026:07:19 17:08:11,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,53.1,91.0,7.8,60.0,49.2,54.3,0,0,,,
archive\DSC00978.ARW,DSC00978.ARW,arw,true,true,2026:07:19 17:08:15,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,59.8,84.0,7.8,60.0,44.7,54.6,0,55,2,2,true
archive\DSC00978.JPG,DSC00978.JPG,jpg,false,true,2026:07:19 17:08:15,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,59.8,84.0,7.8,60.0,44.7,54.6,0,55,2,2,true
archive\DSC00979.ARW,DSC00979.ARW,arw,true,true,2026:07:19 17:08:16,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,62.0,82.3,8.0,60.0,50.4,55.9,0,55,2,1,true
archive\DSC00979.JPG,DSC00979.JPG,jpg,false,true,2026:07:19 17:08:16,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,62.0,82.3,8.0,60.0,50.4,55.9,0,55,2,1,true
archive\DSC00980.ARW,DSC00980.ARW,arw,true,true,2026:07:19 17:08:17,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,60.1,82.2,8.3,60.0,49.5,55.2,0,55,1,1,true
archive\DSC00980.JPG,DSC00980.JPG,jpg,false,true,2026:07:19 17:08:17,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,26,60.1,82.2,8.3,60.0,49.5,55.2,0,55,1,1,true
archive\DSC00981.ARW,DSC00981.ARW,arw,true,true,2026:07:19 17:11:15,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,125,2.8,1/500,24,51.6,66.0,13.4,81.8,52.2,53.4,1,0,,,
archive\DSC00981.JPG,DSC00981.JPG,jpg,false,true,2026:07:19 17:11:15,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,125,2.8,1/500,24,51.6,66.0,13.4,81.8,52.2,53.4,1,0,,,
archive\DSC00982.ARW,DSC00982.ARW,arw,true,true,2026:07:19 17:11:18,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,125,2.8,1/500,24,49.2,66.7,13.8,78.5,54.1,52.5,1,57,2,1,true
archive\DSC00982.JPG,DSC00982.JPG,jpg,false,true,2026:07:19 17:11:18,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,125,2.8,1/500,24,49.2,66.7,13.8,78.5,54.1,52.5,1,57,2,1,true
archive\DSC00983.ARW,DSC00983.ARW,arw,true,true,2026:07:19 17:11:19,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,125,2.8,1/500,24,47.5,66.8,13.1,85.0,43.8,51.3,1,57,2,2,true
archive\DSC00983.JPG,DSC00983.JPG,jpg,false,true,2026:07:19 17:11:19,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,125,2.8,1/500,24,47.5,66.8,13.1,85.0,43.8,51.3,1,57,2,2,true
archive\DSC00985.ARW,DSC00985.ARW,arw,true,true,2026:07:19 17:12:13,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,24,26.5,85.2,17.6,60.0,51.4,45.7,0,58,2,1,true
archive\DSC00985.JPG,DSC00985.JPG,jpg,false,true,2026:07:19 17:12:13,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,24,26.5,85.2,17.6,60.0,51.4,45.7,0,58,2,1,true
archive\DSC00986.ARW,DSC00986.ARW,arw,true,true,2026:07:19 17:12:13,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,24,24.8,84.0,18.7,60.0,52.5,45.2,0,58,2,2,true
archive\DSC00986.JPG,DSC00986.JPG,jpg,false,true,2026:07:19 17:12:13,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,100,2.8,1/500,24,24.8,84.0,18.7,60.0,52.5,45.2,0,58,2,2,true
archive\DSC00992.ARW,DSC00992.ARW,arw,true,true,2026:07:19 17:21:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,2.8,1/500,28,39.7,81.4,19.4,60.0,48.5,49.4,0,59,2,1,true
archive\DSC00992.JPG,DSC00992.JPG,jpg,false,true,2026:07:19 17:21:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,160,2.8,1/500,28,39.7,81.4,19.4,60.0,48.5,49.4,0,59,2,1,true
archive\DSC00993.ARW,DSC00993.ARW,arw,true,true,2026:07:19 17:21:51,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,200,2.8,1/500,28,38.0,81.0,21.8,60.0,48.8,49.1,0,59,1,1,true
archive\DSC00993.JPG,DSC00993.JPG,jpg,false,true,2026:07:19 17:21:51,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,200,2.8,1/500,28,38.0,81.0,21.8,60.0,48.8,49.1,0,59,1,1,true
archive\DSC00994.ARW,DSC00994.ARW,arw,true,true,2026:07:19 17:21:53,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,200,2.8,1/500,28,35.2,79.2,23.8,60.0,47.7,47.9,0,59,2,2,true
archive\DSC00994.JPG,DSC00994.JPG,jpg,false,true,2026:07:19 17:21:53,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,200,2.8,1/500,28,35.2,79.2,23.8,60.0,47.7,47.9,0,59,2,2,true
archive\DSC00995.ARW,DSC00995.ARW,arw,true,true,2026:07:19 17:21:53,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,200,2.8,1/500,28,35.7,79.2,23.8,60.0,51.2,48.6,0,59,1,1,true
archive\DSC00995.JPG,DSC00995.JPG,jpg,false,true,2026:07:19 17:21:53,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,200,2.8,1/500,28,35.7,79.2,23.8,60.0,51.2,48.6,0,59,1,1,true
archive\DSC00996.ARW,DSC00996.ARW,arw,true,true,2026:07:19 17:34:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,2.8,1/500,37,27.0,67.3,34.8,61.2,38.4,43.1,2,0,,,
archive\DSC00996.JPG,DSC00996.JPG,jpg,false,true,2026:07:19 17:34:12,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,2.8,1/500,37,27.0,67.3,34.8,61.2,38.4,43.1,2,0,,,
archive\DSC00997.ARW,DSC00997.ARW,arw,true,true,2026:07:19 17:34:15,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,2.8,1/500,37,26.5,66.8,36.5,69.3,37.7,44.2,1,0,,,
archive\DSC00997.JPG,DSC00997.JPG,jpg,false,true,2026:07:19 17:34:15,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,500,2.8,1/500,37,26.5,66.8,36.5,69.3,37.7,44.2,1,0,,,
archive\DSC00998.ARW,DSC00998.ARW,arw,true,true,2026:07:19 17:34:32,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,43,34.7,79.8,35.9,60.0,45.1,49.3,0,62,2,1,true
archive\DSC00998.JPG,DSC00998.JPG,jpg,false,true,2026:07:19 17:34:32,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,43,34.7,79.8,35.9,60.0,45.1,49.3,0,62,2,1,true
archive\DSC00999.ARW,DSC00999.ARW,arw,true,true,2026:07:19 17:34:34,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,43,35.8,81.0,34.6,60.0,42.5,49.3,0,62,2,2,true
archive\DSC00999.JPG,DSC00999.JPG,jpg,false,true,2026:07:19 17:34:34,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,43,35.8,81.0,34.6,60.0,42.5,49.3,0,62,2,2,true
archive\DSC01000.ARW,DSC01000.ARW,arw,true,true,2026:07:19 17:34:39,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,43,36.6,80.5,35.0,60.0,42.8,49.6,0,63,2,1,true
archive\DSC01000.JPG,DSC01000.JPG,jpg,false,true,2026:07:19 17:34:39,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,43,36.6,80.5,35.0,60.0,42.8,49.6,0,63,2,1,true
archive\DSC01001.ARW,DSC01001.ARW,arw,true,true,2026:07:19 17:34:40,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,43,33.9,84.4,31.1,60.0,44.6,49.1,0,63,2,2,true
archive\DSC01001.JPG,DSC01001.JPG,jpg,false,true,2026:07:19 17:34:40,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,43,33.9,84.4,31.1,60.0,44.6,49.1,0,63,2,2,true
archive\DSC01002.ARW,DSC01002.ARW,arw,true,true,2026:07:19 17:34:52,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,45,32.2,80.8,32.8,60.2,41.4,47.6,1,64,2,1,true
archive\DSC01002.JPG,DSC01002.JPG,jpg,false,true,2026:07:19 17:34:52,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,45,32.2,80.8,32.8,60.2,41.4,47.6,1,64,2,1,true
archive\DSC01003.ARW,DSC01003.ARW,arw,true,true,2026:07:19 17:34:54,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,45,27.3,74.5,37.4,60.0,43.0,45.5,0,64,2,2,true
archive\DSC01003.JPG,DSC01003.JPG,jpg,false,true,2026:07:19 17:34:54,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,45,27.3,74.5,37.4,60.0,43.0,45.5,0,64,2,2,true
archive\DSC01004.ARW,DSC01004.ARW,arw,true,true,2026:07:19 17:47:31,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,35,33.0,74.3,29.5,60.0,46.3,46.8,0,65,2,1,true
archive\DSC01004.JPG,DSC01004.JPG,jpg,false,true,2026:07:19 17:47:31,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,35,33.0,74.3,29.5,60.0,46.3,46.8,0,65,2,1,true
archive\DSC01005.ARW,DSC01005.ARW,arw,true,true,2026:07:19 17:47:32,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,2.8,1/500,35,32.4,73.8,31.0,60.0,41.2,45.9,0,65,2,2,true
archive\DSC01005.JPG,DSC01005.JPG,jpg,false,true,2026:07:19 17:47:32,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,2.8,1/500,35,32.4,73.8,31.0,60.0,41.2,45.9,0,65,2,2,true
archive\DSC01006.ARW,DSC01006.ARW,arw,true,true,2026:07:19 17:47:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,40,31.3,89.7,31.4,60.0,47.7,49.8,0,66,2,1,true
archive\DSC01006.JPG,DSC01006.JPG,jpg,false,true,2026:07:19 17:47:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,40,31.3,89.7,31.4,60.0,47.7,49.8,0,66,2,1,true
archive\DSC01007.ARW,DSC01007.ARW,arw,true,true,2026:07:19 17:47:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,40,30.0,90.6,31.6,60.0,48.4,49.6,0,66,2,2,true
archive\DSC01007.JPG,DSC01007.JPG,jpg,false,true,2026:07:19 17:47:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,40,30.0,90.6,31.6,60.0,48.4,49.6,0,66,2,2,true
archive\DSC01008.ARW,DSC01008.ARW,arw,true,true,2026:07:19 17:48:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,2.8,1/500,47,37.4,90.2,29.8,60.0,45.5,51.4,0,0,,,
archive\DSC01008.JPG,DSC01008.JPG,jpg,false,true,2026:07:19 17:48:42,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,2.8,1/500,47,37.4,90.2,29.8,60.0,45.5,51.4,0,0,,,
archive\DSC01009.ARW,DSC01009.ARW,arw,true,true,2026:07:19 17:48:47,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,2.8,1/500,47,37.7,90.2,26.7,60.0,43.0,50.7,0,68,1,1,true
archive\DSC01009.JPG,DSC01009.JPG,jpg,false,true,2026:07:19 17:48:47,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,800,2.8,1/500,47,37.7,90.2,26.7,60.0,43.0,50.7,0,68,1,1,true
archive\DSC01010.ARW,DSC01010.ARW,arw,true,true,2026:07:19 17:48:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,400,2.8,1/500,40,29.6,75.4,18.9,60.0,39.6,43.2,0,68,1,1,true
archive\DSC01010.JPG,DSC01010.JPG,jpg,false,true,2026:07:19 17:48:49,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,400,2.8,1/500,40,29.6,75.4,18.9,60.0,39.6,43.2,0,68,1,1,true
archive\DSC01011.ARW,DSC01011.ARW,arw,true,true,2026:07:19 17:48:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,44,36.9,87.4,21.2,60.0,36.8,48.1,0,68,1,1,true
archive\DSC01011.JPG,DSC01011.JPG,jpg,false,true,2026:07:19 17:48:50,SONY,ILCE-7M5,FE 24-70mm F2.8 GM II,640,2.8,1/500,44,36.9,87.4,21.2,60.0,36.8,48.1,0,68,1,1,true
